Etykieta Pola (UI),Nazwa API,Typ Danych,Pole Niestandardowe,Wymagane,Tylko Odczyt,Typ Danych (Polski),Możliwe Wartości,Powiązany Moduł,Maks. Długość,Sekcja,Wartość Domyślna
Email 3 kontaktu,Baza_Email_3,email,✓,,,Email,,,,,
Email_owner,Email_owner,email,✓,,,Email,,,,,
Facebook,Facebook_source,picklist,✓,,,Lista wyboru,-None-; EBook Trudny Pacjent; EBook Zmiany w prawie marketingu medycznego; EBook Zyskowna przychodnia - redukcja kosztów; EBook TTP; general (Opcja 2); Umów spotkanie FB,,,,
File_Upload,File_Upload,fileupload,✓,,,fileupload,,,,,
Firma Leada w  bazie Dodatkowe info o placowce,Firma_Leada_w_bazie_Dodatkowe_info_o_placowce,textarea,✓,,,Tekst wielowierszowy,,,2000,,
Firma Leada w bazie,Firma_w_bazie,lookup,✓,,,Lookup,,Accounts,,,
Firma Leada w bazie Cecha adresu w rekordzie,Firma_Leada_w_bazie_Cecha_adresu_w_rekordzie,picklist,✓,,,Lista wyboru,-None-; Siedziba; Siedziba i Filia; Filia,,,,
Firma Leada w bazie Czy maja system EDM,Firma_Leada_w_bazie_Czy_maja_system_EDM,boolean,✓,,,Checkbox (Boolean),,,,,
Firma Leada w bazie Czy maja system komunikacji,Firma_Leada_w_bazie_Czy_maja_system_komunikacji,boolean,✓,,,Checkbox (Boolean),,,,,
Firma Leada w bazie Dodatkowe info o profilu jedn,Firma_Leada_w_bazie_Dodatkowe_info_o_profilu_jedn,textarea,✓,,,Tekst wielowierszowy,,,2000,,
Firma Leada w bazie Dodatkowe info posi syst,Firma_Leada_w_bazie_Dodatkowe_info_IT,textarea,✓,,,Tekst wielowierszowy,,,2000,,
Firma Leada w bazie L gabinetow,Firma_Leada_w_bazie_L_gabinetow,picklist,✓,,,Lista wyboru,-None-; brak informacji; 1-5; 6-10; powyżej 10,,,,
Firma Leada w bazie L osob w rejestracji,Firma_Leada_w_bazie_L_osob_w_rejestracji,picklist,✓,,,Lista wyboru,-None-; brak informacji (Option 1); 2 (Option 2); 3-5; powyżej 5,,,,
Firma Leada w bazie L stanowisk rejestracji,Firma_Leada_w_bazie_L_stanowisk_rejestracji,picklist,✓,,,Lista wyboru,-None-; brak informacji; 1; 2-3; powyżej 3,,,,
Firma Leada w bazie Sz dzienna ilosc polaczen,Firma_Leada_w_bazie_Sz_dzienna_ilosc_polaczen,integer,✓,,,Liczba całkowita,,,,,
Firma Leada w bazie Sz dzienna liczba pacjentow,Firma_Leada_w_bazie_Sz_dzienna_liczba_pacjentow,integer,✓,,,Liczba całkowita,,,,,
Firma Leada w bazie moj_id,Firma_Leada_w_bazie_moj_id,text,✓,,,Tekst,,,255,,
Firma polecająca,Polecenie_firma,lookup,✓,,,Lookup,,Accounts,,,
Forma Hot Lead,Forma_Hot_Lead,picklist,✓,,,Lista wyboru,-None-; Telefonicznie (telefoniczna); Pisemnie (pisemna),,,,
Forma Meeting I,Forma_Meeting_I,picklist,✓,,,Lista wyboru,-None-; online; field (offline),,,,
Hot Lead?,Hot_Lead,boolean,✓,,,Checkbox (Boolean),,,,,
Imię i Nazwisko,Lead_Imie_i_nazwisko,formula,✓,,✓,Formuła,,,,,
Informacje wprowadzające,Info_wprowadzajace,textarea,✓,,,Tekst wielowierszowy,,,2000,,
Konferencja,Konferencja,picklist,✓,,,Lista wyboru,-None-; Konferencja medidesk; Konferencja zewnętrzna,,,,
Konferencja medidesk,Konferencja_medidesk,picklist,✓,,,Lista wyboru,-None-; 202509 AMOZ X; 202509 AMOZ Xjj (data nazwa wydarzenia),,,,
Konferencja zewnętrzna,Konferencja_zewnetrzna,picklist,✓,,,Lista wyboru,-None-; 20250410 Krakdent (data nazwa wydarzenia); 202510 Dolmed; 202510 Comarch,,,,
Kontakt Leada w bazie,Kontakt_w_bazie,lookup,✓,,,Lookup,,Contacts,,,
LEAD_rekord_usun,LEAD_rekord_usun,boolean,✓,,,Checkbox (Boolean),,,,,
Lead dla firmy,Pods_Nazwa_Firmy,formula,✓,,✓,Formuła,,,,,
Lead zreinkarnowany,Lead_zreinkarnowany,lookup,✓,,,Lookup,,Leads,,,
Liczba firm pod rodzicem,Liczba_firm_pod_rodzicem,double,✓,,,double,,,,,
Liczba firm podlegających,Liczba_firm_podlegaj_cych,integer,✓,,,Liczba całkowita,,,,,
Magic mode,Magic_mode,boolean,✓,,,Checkbox (Boolean),,,,,
Meeting I umówiony,Meeting_I_umowiony,boolean,✓,,,Checkbox (Boolean),,,,,
N_Email 1 - RODO - wyrażona niezgoda,Nowy_Email_1_RODO_wyrazona_niezgoda,boolean,✓,,,Checkbox (Boolean),,,,,
N_Email 2 - RODO - wyrażona niezgoda,Nowy_Email_2_RODO_wyrazona_niezgoda,boolean,✓,,,Checkbox (Boolean),,,,,
N_Email_1_spoza_bazy,Nowy_Email_1_spoza_bazy,email,✓,,,Email,,,,,
N_Email_2_spoza_bazy,Nowy_Email_2_spoza_bazy,email,✓,,,Email,,,,,
N_Firma_Kod_pocztowy,Nowy_Firma_Kod_pocztowy,text,✓,,,Tekst,,,255,,
N_Firma_Kraj,Nowy_Firma_Kraj,text,✓,,,Tekst,,,255,,
N_Firma_Miejscowość,Nowy_Firma_Miejscowosc,text,✓,,,Tekst,,,255,,
N_Firma_NIP,Nowy_NIP_Firmy,text,✓,,,Tekst,,,255,,
N_Firma_Nazwa,Nowy_Firma_Nazwa,text,✓,,,Tekst,,,255,,
N_Firma_Ulica,Nowy_Firma_Ulica,text,✓,,,Tekst,,,255,,
N_Firma_Województwo,Nowy_Firma_Wojewodztwo,text,✓,,,Tekst,,,255,,
N_Firma_strona_internetowa,Nowy_Strona_internetowa_spoza_bazy,website,✓,,,URL,,,,,
N_Imie_spoza_bazy,Nowy_Imie_kontaktu,text,✓,,,Tekst,,,255,,
N_Nazwisko_spoza_bazy,Nowy_Nazwisko_kontaktu,text,✓,,,Tekst,,,255,,
N_RODO  adres - wyrażona niezgoda,Odmowa_RODO_korepondencja_pocztowa,boolean,✓,,,Checkbox (Boolean),,,,,
N_Stanowisko_kontakt_spoza_bazy,Nowy_Stanowisko_kontaktu_spoza_bazy,text,✓,,,Tekst,,,255,,
N_TKom2 - RODO - wyrażona niezgoda,Nowy_TKom2_RODO_wyrazona_niezgoda,boolean,✓,,,Checkbox (Boolean),,,,,
N_TKom3 - RODO - wyrażona niezgoda,Nowy_TKom3_RODO_wyrazona_niezgoda,boolean,✓,,,Checkbox (Boolean),,,,,
N_TStac1 - RODO - wyrażona niezgoda,Nowy_TStac1_RODO_wyrazona_niezgoda,boolean,✓,,,Checkbox (Boolean),,,,,
N_TStac2 - RODO - wyrażona niezgoda,Nowy_TStac2_RODO_wyrazona_niezgoda,boolean,✓,,,Checkbox (Boolean),,,,,
N_Telefon_komorkowy_1_spoza_bazy,Nowy_Telefon_komorkowy_1_spoza_bazy,phone,✓,,,Telefon,,,,,
N_Telefon_komorkowy_2_spoza_bazy,Nowy_Telefon_komorkowy_2_spoza_bazy,phone,✓,,,Telefon,,,,,
N_Telefon_komorkowy_3_spoza_bazy,Nowy_Telefon_komorkowy_3_spoza_bazy,phone,✓,,,Telefon,,,,,
N_Telefon_stacjonarny_1_spoza_bazy,Nowy_Telefon_stacjonarny_1_spoza_bazy,phone,✓,,,Telefon,,,,,
N_Telefon_stacjonarny_2_spoza_bazy,Nowy_Telefon_stacjonarny_2_spoza_bazy,phone,✓,,,Telefon,,,,,
N_Tkom1 - RODO - wyrażona niezgoda,Nowy_TKom1_RODO_wyrazona_niezgoda,boolean,✓,,,Checkbox (Boolean),,,,,
N_drugie_Imie_kontaktu_spoza_bazy,Nowy_Drugie_imie,text,✓,,,Tekst,,,255,,
Obecne rozwiązania,Obecne_rozwiazania,textarea,✓,,,Tekst wielowierszowy,,,2000,,
Opis Leada do Meeting I,Opis_Leada_do_Meeting_I,textarea,✓,,,Tekst wielowierszowy,,,2000,,
Opis brakującej funkcjonalności - dyskwalifikacji,Opis_brakujacej_funkcjonalnosci_dyskwalifikacji,textarea,✓,,,Tekst wielowierszowy,,,2000,,
Osoba kontaktowa,Osoba_kontaktowa,formula,✓,,✓,Formuła,,,,,
Outbound_Inbound,Outbound_Inbound,picklist,✓,,,Lista wyboru,-None-; Outbound (outbound); Inbound (inbound),,,,
Partner polecający,Polecenie_partner,lookup,✓,,,Lookup,,Accounts,,,
Pokaż RODO,Poka_RODO,boolean,✓,,,Checkbox (Boolean),,,,,
Polecenie,Polecenie,picklist,✓,,,Lista wyboru,-None-; Firma polecająca (Zewnętrzne); Pracownik medidesk (Pracownik medidesk/Wewnętrzne); Partner polecający (Partner),,,,
Powiazanie z CC,Powiazanie_z_CC,lookup,✓,,,Lookup,,CallCenter,,,
Pracownik polecający,Polecenie_pracownik,userlookup,✓,,,Użytkownik,,,,,
PreSales Qualification,PreSales_Qualification,picklist,✓,,,Lista wyboru,"-None-; Quality problems , Low sales of medical services; Low sales of medical services; Managment, Technical problems , Low sales of medical services; Technical problems; Technical problems , Quality problems ,Managment; Quality problems ,Managment, Low sales of medical services; Quality problems ,Managment; Technical problems , Quality problems , Low sales of medical services; Low sales of medical services ,Managment; Technical problems ,Managment, Quality problems; Managment, Low sales of medical services; Technical problems , Low sales of medical services , Quality problems; Technical problems , Quality problems; Low sales of medical services , Technical problems ,Managment; Low sales of medical services , Technical problems; Quality problems , Technical problems; Managment, Technical problems , Quality problems , Low sales of medical services; Quality problems ,Managment, Technical problems; Quality problems; Quality problems ,Managment, Low sales of medical services , Technical problems; Quality problems , Low sales of medical services , Technical problems ,Managment; Technical problems ,Managment; Managment; Managment, Technical problems , Quality problems; Low sales of medical services , Quality problems , Technical problems; Managment, Technical problems; Quality problems , Technical problems , Low sales of medical services; Quality problems ,Managment, Technical problems , Low sales of medical services; Technical problems , Low sales of medical services; Quality problems , Technical problems ,Managment; Technical problems , Low sales of medical services , Quality problems ,Managment; Managment, Quality problems; Option 1; Option 2",,,,
Priorytet Leada,Priorytet_Leada,picklist,✓,,,Lista wyboru,-None-; high; medium; low,,,,
Produkt,Produkt,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,medidesk; vetidesk; szkolenia; BOT (bot),,,,
Przewidywana_data_zakonczenia,Przewidywana_data_zakonczenia,date,✓,,,Data,,,,,
Przyczyna dyskwalifikacji,Przyczyna_dyskwalifikacji,picklist,✓,,,Lista wyboru,"-None-; Nasz Klient, obecnie nic nie potrzebuje; Bloker rejestracja; Brak kontaktu; DM - brak kontaktu; DM - teraz nie; DM - twarde NIE; No target; Brak funkcjonalności; Nie pojawia się na spotkaniu; Utracony kontakt",,,,
Płatnik usług,Firma_Leada_w_bazie_Platnik_uslug,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,NFZ; Ubezpieczenie; Komercyjne,,,,
REKORD_TEST,REKORD_TEST,boolean,✓,,,Checkbox (Boolean),,,,,
Rekord Email2 - RODO - odmowa,Email1_rekord_RODO_odmowa,boolean,✓,,,Checkbox (Boolean),,,,,
Rekord Email3,Rekord_Email3,email,✓,,,Email,,,,,
Rekord Email3 - RODO - odmowa,Rekord_Email3_RODO_odmowa,boolean,✓,,,Checkbox (Boolean),,,,,
Rekord Telefon komorkowy_3,Rekord_telefon_komorkowy_3,phone,✓,,,Telefon,,,,,
Rekord Telefon komórkowy 2,Home_Phone,phone,✓,,,Telefon,,,,,
Rekord Telefon stacjonarny_2,Rekord_Telefon_stacjonarny_2,phone,✓,,,Telefon,,,,,
Rekord_Drugie imię,Lead_drugie_imie,text,✓,,,Tekst,,,255,,
Rekord_NIP,NIP_pods_rekord,text,✓,,,Tekst,,,255,,
Rekord_Nazwisko,Nazwisko,text,✓,,,Tekst,,,255,,
Rekord_Stanowisko,Stanowisko_pods_rekord,text,✓,,,Tekst,,,255,,
Rekord_Tel_komorkowy_1_RODO_odmowa,Rekord_Tel_komorkowy_1_RODO_odmowa,boolean,✓,,,Checkbox (Boolean),,,,,
Rekord_Tel_komorkowy_2_RODO_odmowa,Rekord_Tel_komorkowy_2_RODO_odmowa,boolean,✓,,,Checkbox (Boolean),,,,,
Rekord_Tel_komorkowy_3_RODO_odmowa,Rekord_Tel_komorkowy_3_RODO_odmowa,boolean,✓,,,Checkbox (Boolean),,,,,
Rekord_Tel_stac_1_RODO_odmowa,Rekord_Tel_stac_1_RODO_odmowa,boolean,✓,,,Checkbox (Boolean),,,,,
Rekord_Tel_stac_2_RODO_odmowa,Rekord_Tel_stac_2_RODO_odmowa,boolean,✓,,,Checkbox (Boolean),,,,,
Rodzaj_szkolen,Rodzaj_szkolen,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,Skuteczna Sprzedaż; Skuteczna Rejestracja; Trudny Pacjent; Warsztat Empatii; Managerskie; Dedykowane,,,,
Scheduled by,Scheduled_by,picklist,✓,,,Lista wyboru,-None-; Option 1; Option 2; Urszula Lipczyńska; Mateusz Podlewski; Iwona Malinowska,,,,
Segment,Segment,picklist,✓,,,Lista wyboru,-None-; Nowa Sprzedaż; Upsell,,,,
Social Lead ID,leadchain0__Social_Lead_ID,text,✓,,,Tekst,,,150,,
Specjalizacja,Firma_Leada_w_bazie_Specjalizacja,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,POZ; Przychodnia Wielospecjalistyczna; Szpital; Weterynaria; Medycyna Estetyczna; Stomatologia; Diagnostyka; Poradnia Zdrowia Psychicznego; Rehabilitacja,,,,
Spotkanie ID,Spotkanie_ID,text,✓,,,Tekst,,,255,,
Sprzet_telefoniczny_estymacja,Sprzet_telefoniczny_estymacja,currency,✓,,,Waluta,,,,,
Stanowisko Kontaktu,Baza_stanowisko_kontaktu,text,✓,,,Tekst,,,255,,
Status Meeting I,Status_Meeting_I,textarea,✓,,,Tekst wielowierszowy,,,32000,,
Status Welcome phone,Status_Welcome_phone,textarea,✓,,,Tekst wielowierszowy,,,32000,,
Strona firmy,B_strona_internetowa,website,✓,,,URL,,,,,
Strona internetowa medidesk,Strona_internetowa_medidesk,picklist,✓,,,Lista wyboru,-None-; Umów spotkanie; Medidesk EDU audyty (Medidesk edu); Medidesk EDU kontakt; Medidesk EDU szkolenia; Medidesk EDU Audyt obsługi pacjenta; Medidesk Kontakt PL (Medidesk); Medidesk Kontakt EN; FB; LinkedIn; Audyt Tajemniczego Pacjenta 202503; Audyt Marketingowy 202503; techniczny; Program partnerski Marek; EBook Trudny Pacjent; Medidesk agresja w placówkach medycznych; Meddiesk 3.0; Integracja z Medfile; SMS Campaign; Email biuro,,,,
System EDM,Firma_Leada_w_bazie_System_EDM,picklist,✓,,,Lista wyboru,-None-; - autorski system medyczny -; Alteris; Aurero; Booksy/Aswiss; CGM Clininet; Comarch EDM; Doctor Eleks; Dr Eryk; Dr Widget / DOC PLANNER; e-gabinet; e-recepcja; Eskulap; Estomed; Eurosoft; Felg-dent; Finezjo; Fizjorejestracja; Gabos; Halo24; iGabinet; Infotel; Interclinic; Ka-medica; Kamsoft; Klinika XP (weterynaria); KS Somed; KS-Medis; m-Pendium; Med-Link; MEDchart; meddo; Medfile; Medicus; Mediporta; MEDsoft; Meedy doctors; mMedica; MyDr; Optimed; Pacjent Plus; PL Med; Proassist; Prodentis; Progart; Progmed; Q Klinka; Radpoint; Seldent; Simple Care; Unison; Versum,,,,
System komunikacji z pacjentem,System_komunikacji_z_pacjentem,picklist,✓,,,Lista wyboru,-None-; Wirtualna centralka operatora komórkowego (Opcja 1); Znany Lekarz Phone; Iron Team; Focus Telecom; Thulium; Unimed System; Telefonia VOIP; Opcja 2,,,,
Szkolenie_estymacja,Szkolenie_estymacja,currency,✓,,,Waluta,,,,,
TTP rezultat %,TTP_rezultat,double,✓,,,double,,,,,
Tel. kom  1 do firmy,BF_Tel_kom_1,phone,✓,,,Telefon,,,,,
Tel. kom. 1  kontaktu,Baza_telefon_komorkowy_1,phone,✓,,,Telefon,,,,,
Tel. kom. 2 kontaktu,Baza_telefon_komorkowy_2,phone,✓,,,Telefon,,,,,
Tel. kom. 3 kontaktu,Baza_telefon_komorkowy_3,phone,✓,,,Telefon,,,,,
Tel. stac 1 do firmy,BF_Tel_stac_1,phone,✓,,,Telefon,,,,,
Tel. stac. 1 kontaktu,Baza_telefon_stacjonarny_1,phone,✓,,,Telefon,,,,,
Tel. stac. 2 kontaktu,Baza_telefon_stacjonarny_2,phone,✓,,,Telefon,,,,,
Tel. stac. 3 kontaktu,Baza_telefon_stacjonarny_3,phone,✓,,,Telefon,,,,,
Telefony TTP,Telefony_TTP,text,✓,,,Tekst,,,255,,
Ten Lead,Ten_Lead,lookup,✓,,,Lookup,,Leads,,,
URL do spotkania Teams,URL_do_spotkania_Teams,website,✓,,,URL,,,,,
USER_Lead_rekord_ID,USER_Deal_rekord_ID,text,✓,,,Tekst,,,255,,
USER_Lost_reason,USER_Lost_reason,picklist,✓,,,Lista wyboru,-None-; Option 1; Option 2,,,,
USER_Telefon,USER_Telefon,phone,✓,,,Telefon,,,,,
USER_created_at,USER_created_at,datetime,✓,,,Data i czas,,,,,
USER_deal_closed,USER_deal_closed,datetime,✓,,,Data i czas,,,,,
USER_fix_loss_reason,USER_fix_loss_reason,picklist,✓,,,Lista wyboru,-None-; Partnership_No target; Partnership_Not interested; Partnership_Repeated lack of contact; PreSales_Deal breaker registration; PreSales_Decision Maker - not interested; PreSales_No target; PreSales_Repeated lack of contact; PreSales_Unreachable decision maker; Sales_Competitive proposal; Sales_Lost contact; Sales_Meeting without decision maker; Sales_More than 2 months to make a decision; Sales_No target; Sales_Price; Sales_Resignation,,,,
USER_loss_reason_desc,USER_loss_reason,textarea,✓,,,Tekst wielowierszowy,,,2000,,
USER_lost_at,USER_lost_at,datetime,✓,,,Data i czas,,,,,
USER_nazwa_leada,USER_nazwa_leada,text,✓,,,Tekst,,,255,,
USER_source,USER_source,picklist,✓,,,Lista wyboru,-None-; Outbound; Inbound; Własne; Partnership; Call Center,,,,
USER_updated_at,USER_updated_at,datetime,✓,,,Data i czas,,,,,
USER_won_at,USER_won_at,datetime,✓,,,Data i czas,,,,,
Umowione_przez,Umowione_przez,picklist,✓,,,Lista wyboru,-None-; Adam Pragacz; Alberto Garita; Aleksandra Barczak; Aleksandra Foks; Anna Kardasz-Pajączek; Artur Sznek; Daniel Nowocin; Grażyna Kawka; Grzegorz Grądkowski; Izabela Matysiak; Joanna Hruszka; Julia Kowalska; Katarzyna Kołacz; Katarzyna Koślacz; Katarzyna Ochnik; Katarzyna Tomaszewska; Khrystyna Yadlos; Magdalena Pietrak; Marek Wcisło; Mateusz Fedorowicz; Mateusz Podlewski; Michał Barczak; Michał Modzelewski; Michał Rulkiewicz; Natalia Kurowska; Robert Owsiany; Sebastian Pawlik; Urszula Łaskawiec,,,,
Unique_Lead?,Unique_Lead,boolean,✓,,,Checkbox (Boolean),,,,,
Wdrozenie_estymacja,Wdrozenie_estymacja,currency,✓,,,Waluta,,,,,
Webinary,Webinar,picklist,✓,,,Lista wyboru,-None-; Webinary medidesk (Webinar medidesk); Webinary zewnętrzne (Webinar zewnętrzny),,,,
Webinary medidesk,Webinar_medidesk,picklist,✓,,,Lista wyboru,"-None-; 20250219 - AI w służbie zdrowia (data nazwa wydarzenia); 20250319 - Jak; 20250319 - Jak rozwijać placówkę; 20250409 - Webinar Marafiki; 20250514 - Webinar Marafiki; 20250604 - Pozycjonowanie i social media; 20250612 - Chirurgiczny lejek online (20250611 - Chirurgiczny lejek online); 20250625 - Komunikacja z pokoleniem Z; 20250708 - Komunikacja z wymagającym pacjentem; 20250710 - Medidesk 3.0 (20250626 - Medidesk 3.0); 202508 - AI w medycynie; 20250812 - PE3.0 (202508 - PE3.0); 20250828 - Projektowanie i realizacja placówek medycznych (20250827 - Projektowanie i realizacja placówek medycznych); 20250910 - FunduszeWsparcia (20250910 - AI w medycynie); 20250916 - Resilia Cyberbezpieczeństwo (250916 - Resilia Cyberbezpieczeństwo); 20251030 - AI w branży medycznej - agenty, nowości; 20251127 - Sztuczna inteligencja i bezpieczeństwo danych w medycynie; NO NO NO 20250218 - AI w służbie zdrowia (TEST 20250218 - AI w służbie zdrowia)",,,,
Webinary zewnętrzne,Webinar_zewnetrzny,picklist,✓,,,Lista wyboru,-None-; data nazwa wydarzenia,,,,
Welcome phone ID,Welcome_phone_ID,text,✓,,,Tekst,,,255,,
Wielospecjalistyczne,Wielospecjalistyczne,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,chirurgia ogólna; chirurgia plastyczna; gastroenterologia; ginekologia/położnictwo/leczenie niepłodności; kardiologia; laryngologia; okulistyka; ortopedia,,,,
Wyzwania,Wyzwania,textarea,✓,,,Tekst wielowierszowy,,,2000,,
Własność placówki medycznej,Firma_Leada_w_bazie_Typ_wlasnosci,picklist,✓,,,Lista wyboru,-None-; Prywatny; Partnerstwo PP; Publiczny,,,,
wew. k.tel.stac.1,wew_k_tel_stac_1,text,✓,,,Tekst,,,255,,
wew. k.tel.stac.2,wew_k_tel_stac_2,text,✓,,,Tekst,,,255,,
wew. k.tel.stac.3,wew_k_tel_stac_3,text,✓,,,Tekst,,,255,,
wew. tel. stac.1,wew_Tel_stac_1,text,✓,,,Tekst,,,255,,
Źródło Leada inbound,Zrodlo_inbound,picklist,✓,,,Lista wyboru,-None-; Email na biuro; Telefon na biuro; Telefon na infolinie; Polecenie; Szkolenie; Webinar; Konferencja; LinkedIn; Facebook; Strona internetowa medidesk; Zoho Bookings,,,,
Źródło Leada outbound,Zrodlo_outbound,picklist,✓,,,Lista wyboru,-None-; Akwizycja telefoniczna; Reinkarnacja; LinkedIn (LinkedIn outbound); Facebook (FB); Facebook po pobraniu; Akwizycja telefoniczna po konferencji; Akwizycja telefoniczna po webinarze,,,,
Change Log Time,Change_Log_Time__s,datetime,,,,Data i czas,,,,,
Czas anulowania subskrypcji,Unsubscribed_Time,datetime,,,✓,Data i czas,,,,,
Czas modyfikacji,Modified_Time,datetime,,,,Data i czas,,,,,
Czas ostatniego wzbogacenia,Last_Enriched_Time__s,datetime,,,✓,Data i czas,,,,,
Czas ostatniej aktywności,Last_Activity_Time,datetime,,,,Data i czas,,,,,
Czas utworzenia,Created_Time,datetime,,,,Data i czas,,,,,
Data Processing Basis Details,Data_Processing_Basis_Details,consent_lookup,,,,consent_lookup,,,,,
Deal - przekonwertowany,Converted_Deal,lookup,,,,Lookup,,Deals,,,
Dni wejść,Days_Visited,integer,,,,Liczba całkowita,,,,,
Firma,Company,text,,,,Tekst,,,200,,
Firma - przekonwertowana,Converted_Account,lookup,,,,Lookup,,Accounts,,,
Imię,First_Name,text,,,,Tekst,,,40,,
Imię i Nazwisko,Full_Name,text,,,,Tekst,,,120,,
Kod pocztowy,Zip_Code,text,,,,Tekst,,,30,,
Kontakt - przekonwertowany,Converted_Contact,lookup,,,,Lookup,,Contacts,,,
Kraj,Country,text,,,,Tekst,,,100,,
Kurs wymiany,Exchange_Rate,double,,,✓,double,,,,,
Lead - czas konwersji,Lead_Conversion_Time,integer,,,,Liczba całkowita,,,,,
Liczba odwiedzających,Visitor_Score,bigint,,,,Liczba (duża),,,,,
Liczba rozmów,Number_Of_Chats,integer,,,,Liczba całkowita,,,,,
Locked,Locked__s,boolean,,,✓,Checkbox (Boolean),,,,,
Miejscowość,City,text,,,,Tekst,,,100,,
Nazwa Leada,Last_Name,text,,,,Tekst,,,80,,
Obraz Leada,Record_Image,profileimage,,,,profileimage,,,,,
Opiekun leada,Owner,ownerlookup,,,,Właściciel,,,,,
Ostatnia wizyta,Last_Visited_Time,datetime,,,,Data i czas,,,,,
Pierwsza odwiedzona strona,First_Visited_URL,website,,,,URL,,,,,
Pierwsze wejście,First_Visited_Time,datetime,,,,Data i czas,,,,,
Podstawa przetwarzania danych,Data_Processing_Basis,picklist,,,✓,Lista wyboru,Nie dotyczy (Not Applicable); Słuszny interes (Legitimate Interests); Umowa (Contract); Zobowiązanie prawne (Legal Obligation); Istotny interes (Vital Interests); Interes publiczny (Public Interests); Zgoda — w toku (Pending); Zgoda – oczekiwanie (Awaiting); Zgoda — uzyskano (Obtained); Zgoda — bez odpowiedzi (Not Responded),,,,
Polecający,Referrer,website,,,,URL,,,,,
Rekord Email1,Email,email,,,,Email,,,,,
Rekord Email2,Secondary_Email,email,,,,Email,,,,,
Rekord Telefon komórkowy 1,Mobile,phone,,,,Telefon,,,,,
Rekord Telefon stacjonarny 1,Phone,phone,,,,Telefon,,,,,
