Etykieta Pola (UI),Nazwa API,Typ Danych,Pole Niestandardowe,Wymagane,Tylko Odczyt,Typ Danych (Polski),Możliwe Wartości,Powiązany Moduł,Maks. Długość,Sekcja,Wartość Domyślna
Firma Leada w bazie System komunikacji z pacjentem,Firma_Leada_w_bazie_system_komunikacji_z_pacjentem,picklist,✓,,,Lista wyboru,-None-; Wirtualna centralka operatora komórkowego (Opcja 1); Znany Lekarz Phone; Iron Team; Focus Telecom; Thulium; Unimed System; Telefonia VOIP; Opcja 2,,,,
Firma Leada w bazie Sz dzienna ilosc polaczen,Firma_Deala_w_bazie_Sz_dzienna_ilosc_polaczen,integer,✓,,,Liczba całkowita,,,,,
Firma Leada w bazie Sz dzienna liczba pacjentow,Firma_Deala_w_bazie_Sz_dzienna_liczba_pacjentow,integer,✓,,,Liczba całkowita,,,,,
Firma Leada w bazie moj_id,Firma_Deala_w_bazie_moj_id,text,✓,,,Tekst,,,255,,
Firma polecająca,Polecenie_firma,lookup,✓,,,Lookup,,Accounts,,,
Firma_Leada_w_bazie_Cecha_adresu_w_rekordzie,Firma_Deala_w_bazie_Cecha_adresu_w_rekordzie,picklist,✓,,,Lista wyboru,-None-; Siedziba; Siedziba i Filia; Filia,,,,
Follow up szkolenia,Follow_up_szkolenia,picklist,✓,,,Lista wyboru,-None-; Manualnie; Automatycznie,,,,
Forma Hot Leada,Forma_Hot_Lead,picklist,✓,,,Lista wyboru,-None-; Telefonicznie; Pisemnie,,,,
Hot Lead?,Hot_Lead,boolean,✓,,,Checkbox (Boolean),,,,,
Info Teams o umowie,Info_Teams_o_umowie,picklist,✓,,,Lista wyboru,-None-; Tak; Nie,,,,
Info o dealu na Teams?,Info_o_dealu_na_Teams,boolean,✓,,,Checkbox (Boolean),,,,,
Konferencja,Konferencja,picklist,✓,,,Lista wyboru,-None-; Konferencja medidesk; Konferencja zewnętrzna,,,,
Konferencja medidesk,Konferencja_medidesk,picklist,✓,,,Lista wyboru,-None-; 202509 AMOZ X; 202509 AMOZ Xjj (data nazwa wydarzenia),,,,
Konferencja zewnętrzna,Konferencja_zewnetrzna,picklist,✓,,,Lista wyboru,-None-; 20250410 Krakdent (data nazwa wydarzenia); 202510 Dolmed; 202510 Comarch,,,,
Konta menedżerów/marketing,konta_menedzerow_marketing,integer,✓,,,Liczba całkowita,,,,,
Konta rejestratorek,konta_rejestratorek,integer,✓,,,Liczba całkowita,,,,,
Kurs dolara USD wg. NBP na dany dzień,kurs_usd_nbp,double,✓,,,double,,,,,
Lead od,Lead_provided_by,userlookup,✓,,,Użytkownik,,,,,
Lead przed konwersją,Lead_ID_before_conversion,lookup,✓,,,Lookup,,Leads,,,
Lead_URL_before_conversion,Lead_URL_before_conversion,website,✓,,,URL,,,,,
Liczba aparatów w  rej,Liczba_aparat_w_w_rejestracji,integer,✓,,,Liczba całkowita,,,,,
Liczba aparatów/kont VOIP (wewnętrzne),liczba_aparatow_voip_wewnetrzne,integer,✓,,,Liczba całkowita,,,,,
Liczba aparatów/kont VOIP rejestracja,liczba_aparatow_voip_rejestracja,integer,✓,,,Liczba całkowita,,,,,
Liczba firm pod rodzicem,Liczba_firm_pod_rodzicem,double,✓,,,double,,,,,
Liczba firm podlegajacych,Liczba_firm_podlegajacych,text,✓,,,Tekst,,,255,,
Liczba stanowisk wewnętrznych Back Office,stanowiska_backoffice,integer,✓,,,Liczba całkowita,,,,,
Liczba stanowisk zewnętrznych CC/Recepcja,stanowiska_cc_recepcja,integer,✓,,,Liczba całkowita,,,,,
Magic_mode,Magic_mode,boolean,✓,,,Checkbox (Boolean),,,,,
Marketing,Marketing,currency,✓,,,Waluta,,,,,
Oferta_plik,Oferta_plik,fileupload,✓,,,fileupload,,,,,
Opis przyczyn przegranej,Opis_przyczyn_przegranej,textarea,✓,,,Tekst wielowierszowy,,,32000,,
Outbound_Inbound,Outbound_Inbound,picklist,✓,,,Lista wyboru,-None-; Outbound (outbound); Inbound (inbound),,,,
Partner polecający,Polecenie_partner,lookup,✓,,,Lookup,,Accounts,,,
Polecenie,Polecenie,picklist,✓,,,Lista wyboru,-None-; Firma polecająca (Zewnętrzne); Pracownik medidesk (Pracownik medidesk/Wewnętrzne); Partner polecający (Partner),,,,
Pracownik polecający,Polecenie_pracownik,userlookup,✓,,,Użytkownik,,,,,
PreSales Qualification,PreSales_Qualification,picklist,✓,,,Lista wyboru,-None-; Option 1; Option 2,,,,
Priorytet,Priorytet,picklist,✓,,,Lista wyboru,-None-; high; medium; low,,,,
Produkt,Produkt,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,Medidesk (medidesk); Vetidesk (vetidesk); Szkolenia (szkolenia); Bot (bot); VoIP; Sprzęt; NewFeature; Audyt; Marketing,,,,
Produkty_string,Produkty_string,text,✓,,,Tekst,,,255,,
Prowadząca/cy szkolenie,Prowadzacy_szkolenie,picklist,✓,,,Lista wyboru,-None-; Grażyna Kawka; Natalia Kurowska,,,,
Płatnik uslug medycznych,Firma_Deala_w_bazie_Platnik_uslug,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,NFZ; Ubezpieczenie; Komercyjne,,,,
REKORD_TEST,REKORD_TEST,boolean,✓,,,Checkbox (Boolean),,,,,
Rodzaj szkolenia mix,Rodzaj_szkolenia_mix,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,Skuteczna Sprzedaż; Skuteczna Rejestracja; Trudny Pacjent; Warsztat Empatii; Managerskie; Dedykowane; RODO; Zarządzanie Stresem; Przeciwdziałanie Mobbingowi,,,,
Rodzic firmy Deala,Rodzic_firmy_Deala,lookup,✓,,,Lookup,,Accounts,,,
SUMA rocznie,SUMA_rocznie,formula,✓,,✓,Formuła,,,,,
Segment Deala,Segment_Deala,picklist,✓,,,Lista wyboru,-None-; Nowa Sprzedaż (Nowa sprzedaż); Upsell,,,,
Social Lead ID,leadchain0__Social_Lead_ID,text,✓,,,Tekst,,,150,,
Specjalizacja,Firma_Deala_w_bazie_Specjalizacja,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,POZ; Przychodnia Wielospecjalistyczna; Szpital; Weterynaria; Medycyna Estetyczna; Stomatologia; Diagnostyka; Poradnia Zdrowia Psychicznego; Rehabilitacja,,,,
Sprzęt telefoniczny,Sprzet_telefoniczny,currency,✓,,,Waluta,,,,,
Status klienta w lokalizacji,Status_klienta_tej_lokalizacji_w_deal,text,✓,,,Tekst,,,255,,
Strona firmy,Strona_firmy,website,✓,,,URL,,,,,
Strona internetowa medidesk,Strona_internetowa_medidesk,picklist,✓,,,Lista wyboru,-None-; Medidesk EDU audyty; Medidesk EDU kontakt; Medidesk EDU szkolenia; Medidesk Kontakt PL; Medidesk Kontakt EN; Audyt Tajemniczego Pacjenta 202503; Audyt Marketingowy 202503; Program partnerski Marek; techniczny; Meddiesk 3.0; Medidesk agresja w placówkach medycznych; Umów spotkanie,,,,
Szkolenie,Samo_Szkolenie,currency,✓,,,Waluta,,,,,
TTP rezultat,TTP_rezultat,double,✓,,,double,,,,,
Typ własności placówki,Firma_Deala_w_bazie_Typ_wlasnosci,picklist,✓,,,Lista wyboru,-None-; Prywatny; Partnerstwo PP; Publiczny,,,,
USER_loss_reason,USER_loss_reason,textarea,✓,,,Tekst wielowierszowy,,,2000,,
USER_loss_reason_fix,USER_loss_reason_fix,picklist,✓,,,Lista wyboru,-None-; Option 1; Option 2,,,,
USER_scheduled_by,USER_scheduled_by,text,✓,,,Tekst,,,255,,
USER_source,USER_source,text,✓,,,Tekst,,,255,,
USUŃ_REKORD_DEAL,USU_REKORD_DEAL,boolean,✓,,,Checkbox (Boolean),,,,,
Unique_Lead?,Unique_Lead,boolean,✓,,,Checkbox (Boolean),,,,,
User_custom_id,User_custom_id,text,✓,,,Tekst,,,255,,
VoIP,VoIP,currency,✓,,,Waluta,,,,,
Wdrożenie,Wdrozenie,currency,✓,,,Waluta,,,,,
Webinary,Webinar,picklist,✓,,,Lista wyboru,-None-; Webinary medidesk (Webinar medidesk); Webinary zewnętrzne (Webinar zewnętrzny),,,,
Webinary medidesk,Webinar_medidesk,picklist,✓,,,Lista wyboru,"-None-; 20250219 - AI w służbie zdrowia (data nazwa wydarzenia); 20250319 - Jak; 20250319 - Jak rozwijać placówkę; 20250409 - Webinar Marafiki; 20250514 - Webinar Marafiki; 20250604 - Pozycjonowanie i social media; 20250612 - Chirurgiczny lejek online (20250611 - Chirurgiczny lejek online); 20250625 - Komunikacja z pokoleniem Z; 20250708 - Komunikacja z wymagającym pacjentem; 20250710 - Medidesk 3.0 (20250626 - Medidesk 3.0); 202508 - AI w medycynie; 20250812 - PE3.0 (202508 - PE3.0); 20250828 - Projektowanie i realizacja placówek medycznych (20250827 - Projektowanie i realizacja placówek medycznych); 20250910 - FunduszeWsparcia (20250910 - AI w medycynie); 20250916 - Resilia Cyberbezpieczeństwo (250916 - Resilia Cyberbezpieczeństwo); 20251030 - AI w branży medycznej - agenty, nowości; 20251127 - Sztuczna inteligencja i bezpieczeństwo danych w medycynie; NO NO NO 20250218 - AI w służbie zdrowia (TEST 20250218 - AI w służbie zdrowia)",,,,
Webinary zewnętrzne,Webinar_zewnetrzny,picklist,✓,,,Lista wyboru,-None-; data nazwa wydarzenia,,,,
Wersja medidesk,Wersja_medidesk,picklist,✓,,,Lista wyboru,-None-; PRO; BASIC,,,,
Wielospecjalistyczne,Wielospecjalistyczne,multiselectpicklist,✓,,,Lista wielokrotnego wyboru,chirurgia ogólna; chirurgia plastyczna; gastroenterologia; ginekologia/położnictwo/leczenie niepłodności; kardiologia; laryngologia; okulistyka; ortopedia,,,,
Wyniki Prediction,Wyniki_Prediction,integer,✓,,✓,Liczba całkowita,,,,,
ZCRM_DEAL_ID,ZCRM_DEAL_ID,text,✓,,,Tekst,,,255,,
Zapewnienia połączeń wewnętrznych pomiędzy central,polaczenia_wewnetrzne,picklist,✓,,,Lista wyboru,-None-; Tak; Nie,,,,
Zewnętrzny operator telefoniczny inny niż Medidesk,operator_zewnetrzny,picklist,✓,,,Lista wyboru,-None-; Tak; Medidesk,,,,
monthly_payment,monthly_payment,currency,✓,,,Waluta,,,,,
send_email,send_email,boolean,✓,,,Checkbox (Boolean),,,,,
Łączna liczba aplikacji Medidesk,laczna_liczba_aplikacji_medidesk,integer,✓,,,Liczba całkowita,,,,,
Łączna liczba placówek,laczna_liczba_placowek,integer,✓,,,Liczba całkowita,,,,,
Łączna liczba użytkowników,laczna_liczba_uzytkownikow,integer,✓,,,Liczba całkowita,,,,,
Źródło Deala inbound,Zrodlo_inbound,picklist,✓,,,Lista wyboru,-None-; Email na biuro; Telefon na biuro; Telefon na infolinie; Polecenie; Szkolenie; Webinar; Konferencja; LinkedIn; Facebook; Strona internetowa medidesk; Zoho Bookings,,,,
Źródło Deala outbound,Zrodlo_outbound,picklist,✓,,,Lista wyboru,-None-; Akwizycja telefoniczna; Reinkarnacja; LinkedIn (LinkedIn outbound); Facebook (FB); Facebook po pobraniu; Akwizycja telefoniczna po konferencji; Akwizycja telefoniczna po webinarze,,,,
Abonament,Amount,currency,,,,Waluta,,,,,
Change Log Time,Change_Log_Time__s,datetime,,,✓,Data i czas,,,,,
Czas modyfikacji,Modified_Time,datetime,,,,Data i czas,,,,,
Czas ostatniej aktywności,Last_Activity_Time,datetime,,,,Data i czas,,,,,
Czas trwania cyklu sprzedaży,Sales_Cycle_Duration,integer,,,,Liczba całkowita,,,,,
Czas utworzenia,Created_Time,datetime,,,,Data i czas,,,,,
Data zakończenia,Closing_Date,date,,,,Data,,,,,
Dochód Oczekiwany,Expected_Revenue,currency,,,✓,Waluta,,,,,
Kampania źródłowa,Campaign_Source,lookup,,,,Lookup,,Campaigns,,,
Kategoria Prognozowania,Forecast_Category__s,picklist,,,,Lista wyboru,Pipeline; Best Case; Committed; Closed; Omitted,,,,
Kreator,Wizard,bigint,,,,Liczba (duża),,,,,
Kurs wymiany,Exchange_Rate,double,,,✓,double,,,,,
Lead - czas konwersji,Lead_Conversion_Time,integer,,,,Liczba całkowita,,,,,
Lejek sprzedaży,Pipeline,picklist,,,,Lista wyboru,-None-; Sprzedaż (Standard (Standard)); Szkolenia; Partnership; Rozwój Klienta (Upsell),,,,
Locked,Locked__s,boolean,,,✓,Checkbox (Boolean),,,,,
Nazwa deala,Deal_Name,text,,,,Tekst,,,120,,
Nazwa firmy,Account_Name,lookup,,,,Lookup,,Accounts,,,
Nazwa kontaktu,Contact_Name,lookup,,,,Lookup,,Contacts,,,
Obraz Transakcja,Record_Image,profileimage,,,,profileimage,,,,,
Ogólny czas trwania sprzedaży,Overall_Sales_Duration,integer,,,,Liczba całkowita,,,,,
Opiekun deala,Owner,ownerlookup,,,,Właściciel,,,,,
Prawdopodobieństwo,Probability,integer,,,,Liczba całkowita,,,,,
Przyczyna utraty,Reason_For_Loss__s,picklist,,,,Lista wyboru,"-None-; Za wysoka cena; Brak funduszy na już, klient czeka na finansowanie; Konkurencja; Brak funkcjonalności; Nie teraz; Klient przestał się odzywać; No target; Brak potrzeb; Brak aktywności opiekuna (brak aktywności opiekuna); Połączenie z drugim Dealem na placówce; Brak odpowiedzi (Lack of response); Cena (Price); Inny (Other); Konkurs (Competition); Niewłaściwa wartość docelowa (Wrong Target); Niezakwalifikowany klient (Unqualified Customer); Niezgodność oczekiwań (Expectation Mismatch); Pominięte kolejne czynności (Missed Follow Ups); Przyszłe odsetki (Future Interest)",,,,
Status Deala,Stage,picklist,,,,Lista wyboru,Kwalifikacja (Qualification); Spotkania; Oferta (Value Proposition); Negocjace (Negotiation/Review); Oferta zaakceptowana (Akceptacja oferty); Umowa w podpisie (Umowa); Closed Won; Wdrożenie; Trial; Wdrożeni Klienci; Closed Lost,,,,
Utworzone przez,Created_By,ownerlookup,,,,Właściciel,,,,,
Waluta,Currency,picklist,,,,Lista wyboru,PLN; USD; EUR,,,,
Zmodyfikowany przez,Modified_By,ownerlookup,,,,Właściciel,,,,,
Znacznik,Tag,text,,,,Tekst,,,2000,,
